waypoint1	waypoint2	distance_m	duration_s
Maryland State House, 100 State Cir, Annapolis, MD 21401	Yellowstone National Park, WY 82190	3415222	115336
Hoover Dam, NV	The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	4276900	137981
Liberty Bell, 6th Street, Philadelphia, PA	Fort Snelling, Tower Avenue, Saint Paul, MN	1884969	62812
Mount Rushmore National Memorial, South Dakota 244, Keystone, SD	The Alamo, Alamo Plaza, San Antonio, TX	1939427	67437
Acadia National Park, Maine	Columbia River Gorge National Scenic Area, Oregon	5244120	171194
The Breakers, Ochre Point Avenue, Newport, RI	Cable Car Museum, 94108, 1201 Mason St, San Francisco, CA 94108	4964607	160622
Lost World Caverns, Lewisburg, WV	Mammoth Cave National Park, Mammoth Cave Pkwy, Mammoth Cave, KY	666822	22049
USS Alabama, Battleship Parkway, Mobile, AL	Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	1170385	37497
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	Maryland State House, 100 State Cir, Annapolis, MD 21401	1793552	60470
Bryce Canyon National Park, Hwy 63, Bryce, UT	Grand Canyon National Park, Arizona	232427	10298
Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	French Quarter, New Orleans, LA	1301278	41736
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	Bryce Canyon National Park, Hwy 63, Bryce, UT	1875561	60523
Toltec Mounds, Scott, AR	Lost World Caverns, Lewisburg, WV	1326109	43245
Columbia River Gorge National Scenic Area, Oregon	Fort Snelling, Tower Avenue, Saint Paul, MN	2638062	84130
The Alamo, Alamo Plaza, San Antonio, TX	Acadia National Park, Maine	3718928	122376
Mount Vernon, Fairfax County, Virginia	Columbia River Gorge National Scenic Area, Oregon	4377863	140930
Fort Union Trading Post National Historic Site, Williston, North Dakota 1804, ND	USS Constitution, Boston, MA	3294781	109111
Okefenokee Swamp Park, Okefenokee Swamp Park Road, Waycross, GA	Columbia River Gorge National Scenic Area, Oregon	4426183	143908
Mount Vernon, Fairfax County, Virginia	Glacier National Park, West Glacier, MT	3625420	120884
Mount Rushmore National Memorial, South Dakota 244, Keystone, SD	Wright Brothers National Memorial Visitor Center, Manteo, NC	3071895	102059
Cape Canaveral, FL	Pikes Peak, Colorado	3065349	99886
Hoover Dam, NV	Taliesin, County Road C, Spring Green, Wisconsin	2756482	87940
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	Acadia National Park, Maine	2790125	93605
Yellowstone National Park, WY 82190	Cable Car Museum, 94108, 1201 Mason St, San Francisco, CA 94108	1608811	55787
Hoover Dam, NV	Acadia National Park, Maine	4857457	158367
Fort Union Trading Post National Historic Site, Williston, North Dakota 1804, ND	Craters of the Moon National Monument & Preserve, Arco, ID	1183571	39177
Mammoth Cave National Park, Mammoth Cave Pkwy, Mammoth Cave, KY	Acadia National Park, Maine	2126830	72160
The Breakers, Ochre Point Avenue, Newport, RI	Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	370511	14011
Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	The Alamo, Alamo Plaza, San Antonio, TX	3516822	114874
The Breakers, Ochre Point Avenue, Newport, RI	Ashfall Fossil Bed, Royal, NE	2534468	86162
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	USS Alabama, Battleship Parkway, Mobile, AL	1368815	49143
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	The Alamo, Alamo Plaza, San Antonio, TX	1309345	42088
Toltec Mounds, Scott, AR	Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	1001984	33121
Fort Union Trading Post National Historic Site, Williston, North Dakota 1804, ND	Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	2183781	71315
New Castle Historic District, Delaware	Yellowstone National Park, WY 82190	3498473	119111
Mount Rushmore National Memorial, South Dakota 244, Keystone, SD	San Andreas Fault, San Benito County, CA	2345929	78179
The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	Lost World Caverns, Lewisburg, WV	965974	32687
Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	Okefenokee Swamp Park, Okefenokee Swamp Park Road, Waycross, GA	2050914	69431
Toltec Mounds, Scott, AR	Congress Hall, Congress Place, Cape May, NJ 08204	1929321	64500
Mount Rushmore National Memorial, South Dakota 244, Keystone, SD	Chickasaw National Recreation Area, 1008 W 2nd St, Sulphur, OK 73086	1523445	51973
White House, Pennsylvania Avenue Northwest, Washington, DC	Olympia Entertainment, Woodward Avenue, Detroit, MI	847800	28664
The Breakers, Ochre Point Avenue, Newport, RI	West Baden Springs Hotel, West Baden Avenue, West Baden Springs, IN	1569250	55804
Toltec Mounds, Scott, AR	Carlsbad Caverns National Park, Carlsbad, NM	1327080	45836
San Andreas Fault, San Benito County, CA	Cable Car Museum, 94108, 1201 Mason St, San Francisco, CA 94108	212841	10052
Chickasaw National Recreation Area, 1008 W 2nd St, Sulphur, OK 73086	Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	2885548	97975
Taliesin, County Road C, Spring Green, Wisconsin	Olympia Entertainment, Woodward Avenue, Detroit, MI	755368	26029
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	Columbia River Gorge National Scenic Area, Oregon	2704802	87065
USS Alabama, Battleship Parkway, Mobile, AL	Columbia River Gorge National Scenic Area, Oregon	4091687	132705
Olympia Entertainment, Woodward Avenue, Detroit, MI	Grand Canyon National Park, Arizona	3086485	100490
Graceland, Elvis Presley Boulevard, Memphis, TN	White House, Pennsylvania Avenue Northwest, Washington, DC	1414096	45911
Wright Brothers National Memorial Visitor Center, Manteo, NC	West Baden Springs Hotel, West Baden Avenue, West Baden Springs, IN	1293271	44236
West Baden Springs Hotel, West Baden Avenue, West Baden Springs, IN	Grand Canyon National Park, Arizona	2684847	85097
Mount Vernon, Fairfax County, Virginia	Gateway Arch, Washington Avenue, St Louis, MO	1336076	45794
Mount Rushmore National Memorial, South Dakota 244, Keystone, SD	Olympia Entertainment, Woodward Avenue, Detroit, MI	1957406	63279
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	Grand Canyon National Park, Arizona	1903087	63470
Toltec Mounds, Scott, AR	Pikes Peak, Colorado	1600474	53363
Cape Canaveral, FL	Columbia River Gorge National Scenic Area, Oregon	4807400	153861
Carlsbad Caverns National Park, Carlsbad, NM	Wright Brothers National Memorial Visitor Center, Manteo, NC	3016475	98927
Mount Rushmore National Memorial, South Dakota 244, Keystone, SD	Ashfall Fossil Bed, Royal, NE	614858	21957
Graceland, Elvis Presley Boulevard, Memphis, TN	Shelburne Farms, Harbor Road, Shelburne, VT	2060445	71605
Terrace Hill, Grand Avenue, Des Moines, IA	Glacier National Park, West Glacier, MT	2098158	71965
Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	USS Constitution, Boston, MA	1396766	47436
White House, Pennsylvania Avenue Northwest, Washington, DC	Glacier National Park, West Glacier, MT	3562723	120728
USS Alabama, Battleship Parkway, Mobile, AL	Toltec Mounds, Scott, AR	703118	26278
USS Constitution, Boston, MA	Glacier National Park, West Glacier, MT	4021094	135997
Cape Canaveral, FL	The Alamo, Alamo Plaza, San Antonio, TX	1949042	61487
Taliesin, County Road C, Spring Green, Wisconsin	West Baden Springs Hotel, West Baden Avenue, West Baden Springs, IN	754858	27771
Hoover Dam, NV	Cable Car Museum, 94108, 1201 Mason St, San Francisco, CA 94108	938239	31500
The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	Taliesin, County Road C, Spring Green, Wisconsin	1730362	59000
Hanford Site, Benton County, WA	Cable Car Museum, 94108, 1201 Mason St, San Francisco, CA 94108	1214774	44145
Shelburne Farms, Harbor Road, Shelburne, VT	Vicksburg National Military Park, Clay Street, Vicksburg, MS	2421559	80387
Hoover Dam, NV	Chickasaw National Recreation Area, 1008 W 2nd St, Sulphur, OK 73086	1831327	59398
Taliesin, County Road C, Spring Green, Wisconsin	Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	1972002	69252
Fort Union Trading Post National Historic Site, Williston, North Dakota 1804, ND	Taliesin, County Road C, Spring Green, Wisconsin	1461512	48261
Hanford Site, Benton County, WA	Gateway Arch, Washington Avenue, St Louis, MO	3088155	99626
Shelburne Farms, Harbor Road, Shelburne, VT	Yellowstone National Park, WY 82190	3699278	128423
Mount Rushmore National Memorial, South Dakota 244, Keystone, SD	Yellowstone National Park, WY 82190	856780	33369
The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	Cape Canaveral, FL	1947118	64246
Maryland State House, 100 State Cir, Annapolis, MD 21401	Wright Brothers National Memorial Visitor Center, Manteo, NC	519176	18703
Mount Rushmore National Memorial, South Dakota 244, Keystone, SD	Carlsbad Caverns National Park, Carlsbad, NM	1589047	55377
Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	Fort Sumter National Monument, Sullivan's Island, SC	1792618	60835
Mammoth Cave National Park, Mammoth Cave Pkwy, Mammoth Cave, KY	Gateway Arch, Washington Avenue, St Louis, MO	448421	16253
Congress Hall, Congress Place, Cape May, NJ 08204	Acadia National Park, Maine	1028018	36728
The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	West Baden Springs Hotel, West Baden Avenue, West Baden Springs, IN	1484285	50922
Okefenokee Swamp Park, Okefenokee Swamp Park Road, Waycross, GA	Glacier National Park, West Glacier, MT	3925919	132329
The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	Olympia Entertainment, Woodward Avenue, Detroit, MI	1065861	36337
Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	Carlsbad Caverns National Park, Carlsbad, NM	2257948	75758
Mount Vernon, Fairfax County, Virginia	Terrace Hill, Grand Avenue, Des Moines, IA	1662991	55112
Maryland State House, 100 State Cir, Annapolis, MD 21401	The Breakers, Ochre Point Avenue, Newport, RI	637090	23339
Hoover Dam, NV	Liberty Bell, 6th Street, Philadelphia, PA	3970882	127641
Vicksburg National Military Park, Clay Street, Vicksburg, MS	Olympia Entertainment, Woodward Avenue, Detroit, MI	1582788	52125
Maryland State House, 100 State Cir, Annapolis, MD 21401	The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	533335	19200
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	Fort Sumter National Monument, Sullivan's Island, SC	1827656	59817
USS Alabama, Battleship Parkway, Mobile, AL	Chickasaw National Recreation Area, 1008 W 2nd St, Sulphur, OK 73086	1180006	39965
Terrace Hill, Grand Avenue, Des Moines, IA	White House, Pennsylvania Avenue Northwest, Washington, DC	1642191	54596
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	2450621	83486
USS Constitution, Boston, MA	Statue of Liberty, Liberty Island, NYC, NY	349747	13535
Glacier National Park, West Glacier, MT	Fort Snelling, Tower Avenue, Saint Paul, MN	1798041	61737
White House, Pennsylvania Avenue Northwest, Washington, DC	USS Constitution, Boston, MA	705972	25852
The Breakers, Ochre Point Avenue, Newport, RI	Bryce Canyon National Park, Hwy 63, Bryce, UT	4054078	133182
Lost World Caverns, Lewisburg, WV	Grand Canyon National Park, Arizona	3298120	104576
Mount Vernon, Fairfax County, Virginia	French Quarter, New Orleans, LA	1744419	56118
Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	Glacier National Park, West Glacier, MT	2940288	97891
Hoover Dam, NV	The Breakers, Ochre Point Avenue, Newport, RI	4369087	142738
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	Graceland, Elvis Presley Boulevard, Memphis, TN	787287	28159
Fort Snelling, Tower Avenue, Saint Paul, MN	Lincoln Home National Historic Site Visitor Center, 426 South 7th Street, Springfield, IL	793789	27595
Carlsbad Caverns National Park, Carlsbad, NM	White House, Pennsylvania Avenue Northwest, Washington, DC	2929429	97527
Chickasaw National Recreation Area, 1008 W 2nd St, Sulphur, OK 73086	Terrace Hill, Grand Avenue, Des Moines, IA	1012008	32273
Hanford Site, Benton County, WA	French Quarter, New Orleans, LA	3881773	126894
Columbia River Gorge National Scenic Area, Oregon	Lincoln Home National Historic Site Visitor Center, 426 South 7th Street, Springfield, IL	3113765	100548
Shelburne Farms, Harbor Road, Shelburne, VT	Wright Brothers National Memorial Visitor Center, Manteo, NC	1170622	44500
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	Ashfall Fossil Bed, Royal, NE	548999	20170
Mount Vernon, Fairfax County, Virginia	Wright Brothers National Memorial Visitor Center, Manteo, NC	441414	16045
Terrace Hill, Grand Avenue, Des Moines, IA	Hanford Site, Benton County, WA	2621379	85403
Terrace Hill, Grand Avenue, Des Moines, IA	Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	940705	30634
Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	French Quarter, New Orleans, LA	2681513	88071
Mount Rushmore National Memorial, South Dakota 244, Keystone, SD	Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	3174040	106502
Craters of the Moon National Monument & Preserve, Arco, ID	Cape Canaveral, FL	4128473	133673
Hanford Site, Benton County, WA	Wright Brothers National Memorial Visitor Center, Manteo, NC	4702943	152858
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	Fort Snelling, Tower Avenue, Saint Paul, MN	723916	23333
Liberty Bell, 6th Street, Philadelphia, PA	San Andreas Fault, San Benito County, CA	4666575	151611
Congress Hall, Congress Place, Cape May, NJ 08204	Yellowstone National Park, WY 82190	3609552	122605
Carlsbad Caverns National Park, Carlsbad, NM	Grand Canyon National Park, Arizona	1133513	39315
USS Alabama, Battleship Parkway, Mobile, AL	Cape Canaveral, FL	880086	27420
C. W. Parker Carousel Museum, South Esplanade Street, Leavenworth, KS	Carlsbad Caverns National Park, Carlsbad, NM	1466457	49870
Lost World Caverns, Lewisburg, WV	West Baden Springs Hotel, West Baden Avenue, West Baden Springs, IN	665677	22896
Shelburne Farms, Harbor Road, Shelburne, VT	The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	387386	13408
Lost World Caverns, Lewisburg, WV	Okefenokee Swamp Park, Okefenokee Swamp Park Road, Waycross, GA	951633	33294
Maryland State House, 100 State Cir, Annapolis, MD 21401	Hoover Dam, NV	3901708	126053
Vicksburg National Military Park, Clay Street, Vicksburg, MS	The Alamo, Alamo Plaza, San Antonio, TX	931061	31591
Yellowstone National Park, WY 82190	Columbia River Gorge National Scenic Area, Oregon	1256183	44089
Shelburne Farms, Harbor Road, Shelburne, VT	Lincoln Home National Historic Site Visitor Center, 426 South 7th Street, Springfield, IL	1724831	60967
Toltec Mounds, Scott, AR	Columbia River Gorge National Scenic Area, Oregon	3399077	107798
Craters of the Moon National Monument & Preserve, Arco, ID	Glacier National Park, West Glacier, MT	794318	29136
Hanford Site, Benton County, WA	The Breakers, Ochre Point Avenue, Newport, RI	4674471	153027
Hoover Dam, NV	Carlsbad Caverns National Park, Carlsbad, NM	1372972	46551
Terrace Hill, Grand Avenue, Des Moines, IA	The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	1949612	64573
Mount Rushmore National Memorial, South Dakota 244, Keystone, SD	Columbia River Gorge National Scenic Area, Oregon	1808374	61862
Chickasaw National Recreation Area, 1008 W 2nd St, Sulphur, OK 73086	The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	2608579	87006
San Andreas Fault, San Benito County, CA	Grand Canyon National Park, Arizona	1082921	37113
The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	Vicksburg National Military Park, Clay Street, Vicksburg, MS	2187279	71449
Carlsbad Caverns National Park, Carlsbad, NM	San Andreas Fault, San Benito County, CA	1947584	66210
White House, Pennsylvania Avenue Northwest, Washington, DC	Pikes Peak, Colorado	2685136	90854
Liberty Bell, 6th Street, Philadelphia, PA	Acadia National Park, Maine	924645	33519
Toltec Mounds, Scott, AR	Hanford Site, Benton County, WA	3358145	106610
Maryland State House, 100 State Cir, Annapolis, MD 21401	White House, Pennsylvania Avenue Northwest, Washington, DC	51172	2473
Bryce Canyon National Park, Hwy 63, Bryce, UT	Fort Snelling, Tower Avenue, Saint Paul, MN	2371319	76146
The Alamo, Alamo Plaza, San Antonio, TX	Olympia Entertainment, Woodward Avenue, Detroit, MI	2353130	76673
Mount Rushmore National Memorial, South Dakota 244, Keystone, SD	Maryland State House, 100 State Cir, Annapolis, MD 21401	2663590	87313
Mammoth Cave National Park, Mammoth Cave Pkwy, Mammoth Cave, KY	Statue of Liberty, Liberty Island, NYC, NY	1341458	44603
Taliesin, County Road C, Spring Green, Wisconsin	Fort Sumter National Monument, Sullivan's Island, SC	1766175	59104
Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	White House, Pennsylvania Avenue Northwest, Washington, DC	933392	33517
Terrace Hill, Grand Avenue, Des Moines, IA	West Baden Springs Hotel, West Baden Avenue, West Baden Springs, IN	878386	30913
San Andreas Fault, San Benito County, CA	New Castle Historic District, Delaware	4676829	153351
The Breakers, Ochre Point Avenue, Newport, RI	Statue of Liberty, Liberty Island, NYC, NY	294397	11884
Liberty Bell, 6th Street, Philadelphia, PA	Ashfall Fossil Bed, Royal, NE	2196715	73892
Toltec Mounds, Scott, AR	Okefenokee Swamp Park, Okefenokee Swamp Park Road, Waycross, GA	1238466	42013
The Breakers, Ochre Point Avenue, Newport, RI	Columbia River Gorge National Scenic Area, Oregon	4790491	155356
Mount Vernon, Fairfax County, Virginia	White House, Pennsylvania Avenue Northwest, Washington, DC	23912	1729
Pikes Peak, Colorado	Okefenokee Swamp Park, Okefenokee Swamp Park Road, Waycross, GA	2684344	89867
Maryland State House, 100 State Cir, Annapolis, MD 21401	Fort Union Trading Post National Historic Site, Williston, North Dakota 1804, ND	2875021	94882
Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	Statue of Liberty, Liberty Island, NYC, NY	1023174	35317
Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	West Baden Springs Hotel, West Baden Avenue, West Baden Springs, IN	259939	10000
Liberty Bell, 6th Street, Philadelphia, PA	Grand Canyon National Park, Arizona	3731423	120405
Chickasaw National Recreation Area, 1008 W 2nd St, Sulphur, OK 73086	Acadia National Park, Maine	3203271	108025
Cape Canaveral, FL	White House, Pennsylvania Avenue Northwest, Washington, DC	1394370	44355
Shelburne Farms, Harbor Road, Shelburne, VT	Craters of the Moon National Monument & Preserve, Arco, ID	3928519	131542
Taliesin, County Road C, Spring Green, Wisconsin	Lost World Caverns, Lewisburg, WV	1273680	44029
Hanford Site, Benton County, WA	Olympia Entertainment, Woodward Avenue, Detroit, MI	3573878	114770
Wright Brothers National Memorial Visitor Center, Manteo, NC	Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	1290669	47751
Mammoth Cave National Park, Mammoth Cave Pkwy, Mammoth Cave, KY	Olympia Entertainment, Woodward Avenue, Detroit, MI	725571	24642
Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	Fort Snelling, Tower Avenue, Saint Paul, MN	1124962	37663
French Quarter, New Orleans, LA	Okefenokee Swamp Park, Okefenokee Swamp Park Road, Waycross, GA	857117	29161
Cape Canaveral, FL	USS Constitution, Boston, MA	2102628	69414
The Breakers, Ochre Point Avenue, Newport, RI	Lincoln Home National Historic Site Visitor Center, 426 South 7th Street, Springfield, IL	1768017	61380
The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	Fort Snelling, Tower Avenue, Saint Paul, MN	2086009	70012
Taliesin, County Road C, Spring Green, Wisconsin	Okefenokee Swamp Park, Okefenokee Swamp Park Road, Waycross, GA	1869248	62674
Pikes Peak, Colorado	Acadia National Park, Maine	3757896	124929
New Castle Historic District, Delaware	Glacier National Park, West Glacier, MT	3684584	125544
Graceland, Elvis Presley Boulevard, Memphis, TN	French Quarter, New Orleans, LA	626412	19970
Hoover Dam, NV	Glacier National Park, West Glacier, MT	1774950	56934
Statue of Liberty, Liberty Island, NYC, NY	Glacier National Park, West Glacier, MT	3749449	125061
Hoover Dam, NV	White House, Pennsylvania Avenue Northwest, Washington, DC	3903362	124350
USS Alabama, Battleship Parkway, Mobile, AL	Lincoln Home National Historic Site Visitor Center, 426 South 7th Street, Springfield, IL	1197210	41107
Chickasaw National Recreation Area, 1008 W 2nd St, Sulphur, OK 73086	Liberty Bell, 6th Street, Philadelphia, PA	2302327	76937
Mammoth Cave National Park, Mammoth Cave Pkwy, Mammoth Cave, KY	Pikes Peak, Colorado	1833065	62315
Hanford Site, Benton County, WA	Statue of Liberty, Liberty Island, NYC, NY	4388894	142644
Shelburne Farms, Harbor Road, Shelburne, VT	Taliesin, County Road C, Spring Green, Wisconsin	1745609	63151
Liberty Bell, 6th Street, Philadelphia, PA	Pikes Peak, Colorado	2801541	93969
Terrace Hill, Grand Avenue, Des Moines, IA	The Alamo, Alamo Plaza, San Antonio, TX	1618550	51648
USS Constitution, Boston, MA	Congress Hall, Congress Place, Cape May, NJ 08204	598411	21635
The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	Glacier National Park, West Glacier, MT	3870144	130704
Taliesin, County Road C, Spring Green, Wisconsin	Congress Hall, Congress Place, Cape May, NJ 08204	1655882	57333
Cable Car Museum, 94108, 1201 Mason St, San Francisco, CA 94108	Grand Canyon National Park, Arizona	1257737	41233
Congress Hall, Congress Place, Cape May, NJ 08204	The Alamo, Alamo Plaza, San Antonio, TX	2882943	94397
Chickasaw National Recreation Area, 1008 W 2nd St, Sulphur, OK 73086	French Quarter, New Orleans, LA	1043911	34380
Carlsbad Caverns National Park, Carlsbad, NM	Mammoth Cave National Park, Mammoth Cave Pkwy, Mammoth Cave, KY	1998091	67238
Acadia National Park, Maine	Bryce Canyon National Park, Hwy 63, Bryce, UT	4509036	148282
Maryland State House, 100 State Cir, Annapolis, MD 21401	French Quarter, New Orleans, LA	1805839	58242
Gateway Arch, Washington Avenue, St Louis, MO	French Quarter, New Orleans, LA	1091490	34833
Mammoth Cave National Park, Mammoth Cave Pkwy, Mammoth Cave, KY	Congress Hall, Congress Place, Cape May, NJ 08204	1312237	44340
Fort Sumter National Monument, Sullivan's Island, SC	Olympia Entertainment, Woodward Avenue, Detroit, MI	1329533	45974
Graceland, Elvis Presley Boulevard, Memphis, TN	San Andreas Fault, San Benito County, CA	3200531	102813
Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	Congress Hall, Congress Place, Cape May, NJ 08204	1054409	36769
White House, Pennsylvania Avenue Northwest, Washington, DC	Cable Car Museum, 94108, 1201 Mason St, San Francisco, CA 94108	4524629	145459
Lost World Caverns, Lewisburg, WV	New Castle Historic District, Delaware	572997	19988
Pikes Peak, Colorado	USS Constitution, Boston, MA	3327699	109711
Congress Hall, Congress Place, Cape May, NJ 08204	Glacier National Park, West Glacier, MT	3848711	128237
The Mark Twain House & Museum, Farmington Avenue, Hartford, CT	Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	391642	13719
Spring Grove Cemetery, Spring Grove Avenue, Cincinnati, OH	Bryce Canyon National Park, Hwy 63, Bryce, UT	2818397	91042
USS Alabama, Battleship Parkway, Mobile, AL	Lost World Caverns, Lewisburg, WV	1302307	41498
Omni Mount Washington Resort, Mount Washington Hotel Road, Bretton Woods, NH	Columbia River Gorge National Scenic Area, Oregon	4905203	161060
Fort Union Trading Post National Historic Site, Williston, North Dakota 1804, ND	Congress Hall, Congress Place, Cape May, NJ 08204	3069351	102152
